"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"810651","occ","","","66154","Brontornis burmeisteri","species","53587","Early Miocene","","23.03","15.97","29788"
"810652","occ","","","27313","Phorusrhacos longissimus","species","53570","Middle Miocene","","15.97","11.608","29788"
"810653","occ","","","27313","Phorusrhacos longissimus","species","53570","Middle Miocene","","15.97","11.608","29788"
"810654","occ","","","66154","Phorusrhacos longissimus","species","53570","Early Miocene","","23.03","15.97","29788"
"810655","occ","","","66154","Phorusrhacos longissimus","species","53570","Early Miocene","","23.03","15.97","29788"
"810656","occ","","","27313","Phorusrhacos longissimus","species","53570","Middle Miocene","","15.97","11.608","29788"
"810657","occ","","","13503","Mesembriornis milneedwardsi","species","146059","Montehermosan","","6.8","4","29788"
"810658","occ","","","27313","Patagornis marshi","species","53566","Middle Miocene","","15.97","11.608","29788"
"810659","occ","","","66154","Psilopterus lemoinei","species","146060","Early Miocene","","23.03","15.97","29788"
"810660","occ","","","27313","Psilopterus bachmanni","species","146061","Middle Miocene","","15.97","11.608","29788"
"810661","occ","","","13503","Dryornis pampeanus","species","146063","Montehermosan","","6.8","4","29788"
"810662","occ","","","27313","Phorusrhacos longissimus","species","53570","Middle Miocene","","15.97","11.608","29788"
"810663","occ","","","27313","Phorusrhacos longissimus","species","53570","Middle Miocene","","15.97","11.608","29788"
"810664","occ","","","27313","Phorusrhacos longissimus","species","53570","Middle Miocene","","15.97","11.608","29788"
"810665","occ","","","27313","Phorusrhacos longissimus","species","53570","Middle Miocene","","15.97","11.608","29788"
"810666","occ","","","27313","Phorusrhacos longissimus","species","53570","Middle Miocene","","15.97","11.608","29788"
"810667","occ","","","71303","Lagopterus minutus","species","146066","Lujanian","","0.781","0.012","29788"
"810668","occ","","","13503","Foetopterus ambiguus","species","146068","Montehermosan","","6.8","4","29788"
"810669","occ","","","71303","Cathartes fossilis","species","146069","Lujanian","","0.781","0.012","29788"
"810670","occ","","","27313","Psilopterus bachmanni","species","146061","Middle Miocene","","15.97","11.608","29788"
"810671","occ","","","27313","Psilopterus lemoinei","species","146060","Middle Miocene","","15.97","11.608","29788"
"810672","occ","","","27313","Psilopterus bachmanni","species","146061","Middle Miocene","","15.97","11.608","29788"
"810673","occ","","","71303","Sarcorhamphus fossilis","species","146073","Lujanian","","0.781","0.012","29788"
"810674","occ","","","13503","Protorhea azarae","species","146076","Montehermosan","","6.8","4","29788"
"810675","occ","","","88835","Rhea subpampeana","species","146077","Miocene","","23.03","5.333","29788"
"810676","occ","","","88836","Rhea pampeana","species","146078","Late Pleistocene","","0.126","0.0117","29788"
"810677","occ","","","88837","Rhea fossilis","species","146079","Neogene","","23.03","2.588","29788"
"810682","occ","","","55396","Puffinus conradi","species","80563","Langhian","","15.97","13.82","29790"
"810683","occ","","","88839","Alca grandis","species","83405","Pliocene","","5.333","2.588","29790"
"810684","occ","","","88840","Xiongguanlong baimoensis","species","146100","Aptian","Albian","125","100.5","29791"
"810685","occ","","","88840","Beishanlong grandis","species","146118","Aptian","Albian","125","100.5","29792"
"810803","occ","26923","","88876","Allosauroidea","superfamily","64112","Berriasian","Valanginian","145","132.9","41617"
"811327","occ","","","88975","Troodon formosus","species","54818","Late Campanian","Early Maastrichtian","83.5","66","29821"
"811329","occ","","","82783","Shanweiniao cooperorum","species","146357","Early Aptian","","125.45","122.46","29822"
"811333","occ","","","26373","Titanosauria","unranked clade","55585","Maastrichtian","","72.1","66","29823"
"811339","occ","","","88983","Adeopapposaurus mognai","species","146362","Early Jurassic","","201.3","174.1","29824"
"811341","occ","","","88986","Ankylosauria","unranked clade","38816","Cenomanian","","100.5","93.9","29826"
"811342","occ","","","88985","Sauropoda","unranked clade","38653","Cenomanian","","100.5","93.9","29826"
"811343","occ","","","88987","Pachycephalosaurus","genus","38786","Maastrichtian","","72.1","66","29828"
"811344","occ","","","88988","Pachycephalosaurus","genus","38786","Maastrichtian","","72.1","66","29828"
"811346","occ","","","88990","Triceratops","genus","38862","Late Maastrichtian","","70.6","66","29831"
"811348","occ","","","88990","Tyrannosaurus","genus","38613","Late Maastrichtian","","70.6","66","29831"
"811462","occ","","","89030","Falconidae","family","39317","Early Miocene","","23.03","15.97","29860"
"811553","occ","","","53493","Graciliraptor lujiatunensis","species","146457","Early Aptian","","125.45","122.46","29877"
"811555","occ","","","55713","Erliansaurus bellamanus","species","68374","Middle Campanian","Late Campanian","83.5","70.6","15002"
"811556","occ","","","89050","Daanosaurus zhangi","species","146464","Late Jurassic","","163.5","145","29881"
"811563","occ","","","28454","Dromaeosauridae","family","38561","Late Campanian","","83.5","70.6","29887"
"811565","occ","","","88583","Dromaeosauridae","family","38561","Late Campanian","Early Maastrichtian","83.5","66","29887"
"811566","occ","","I","89053","Grallator (Eubrontes)","subgenus","66094","Tithonian","Berriasian","152.1","139.8","29888"
"811688","occ","","","89093","Psilopteridae","family","134480","Early Miocene","","23.03","15.97","29898"
"811738","occ","","I","89117","Saurischichnus primitivus","species","85808","Norian","","228","208.5","29902"
"811835","occ","","","89156","Sinraptor hepingensis","species","54823","Oxfordian","","163.5","157.3","10371"
"812194","occ","","","55334","Cedarpelta bilbeyhallorum","species","81294","Late Aptian","Early Albian","122.46","109","29935"
"812268","occ","","","89256","Coelophysoidea","superfamily","55476","Norian","Rhaetian","228","201.3","29943"
"812303","occ","","","89262","Theropoda","unranked clade","38513","Early Barremian","","130","125.45","17647"
"812304","occ","","","36369","Theropoda","unranked clade","38513","Early Barremian","","130","125.45","17647"
"812305","occ","","","61317","Mantellisaurus atherfieldensis","species","64255","Neocomian","Barremian","145","125","29947"
"812306","occ","","","59076","Iguanodontidae","family","38744","Early Barremian","","130","125.45","29947"
"812307","occ","22536","","89262","Iguanodontoidea","superfamily","52810","Early Barremian","","130","125.45","31341"
"812308","occ","21829","","89263","Iguanodontidae","family","38744","Early Barremian","","130","125.45","19754"
"812309","occ","23108","","89264","Iguanodontoidea","superfamily","52810","Early Cretaceous","","145","100.5","32089"
"812310","occ","31370","","89265","Iguanodon","genus","38749","Valanginian","Hauterivian","139.8","129.4","55500"
"812311","occ","23107","","89266","Iguanodontoidea","superfamily","52810","Early Hauterivian","","136.4","130","32089"
"812312","occ","23106","","89267","Iguanodontoidea","superfamily","52810","Hauterivian","Early Barremian","132.9","125.45","32089"
"812313","occ","31372","","89268","Iguanodon","genus","38749","Barremian","Aptian","129.4","113","55500"
"812314","occ","","","89263","Dromaeosauridae","family","38561","Early Barremian","","130","125.45","17647"
"812315","occ","","","89263","Theropoda","unranked clade","38513","Early Barremian","","130","125.45","17647"
"812317","occ","","","89270","Dromaeosauridae","family","38561","Late Hauterivian","","136.4","130","17647"
"812318","occ","","","89271","Baryonyx","genus","58891","Berriasian","Aptian","145","113","31065"
"812319","occ","","","89272","Compsognathidae","family","38537","Hauterivian","","132.9","129.4","29949"
"812320","occ","","","89273","Theropoda","unranked clade","38513","Berriasian","Valanginian","145","132.9","29949"
"812321","occ","","","89274","Baryonyx","genus","58891","Late Berriasian","Aptian","145","113","31065"
"812323","occ","","","89276","Theropoda","unranked clade","38513","Late Barremian","","130","125.45","17647"
"812324","occ","","","89277","Baryonyx","genus","58891","Late Hauterivian","Early Barremian","136.4","125.45","17647"
"812325","occ","26943","","89278","Baryonychinae","subfamily","58892","Late Barremian","Aptian","130","113","41617"
"812326","occ","","","61375","Baryonychinae","subfamily","58892","Early Aptian","","125.45","122.46","17647"
"812327","occ","","","89279","Theropoda","unranked clade","38513","Hauterivian","","132.9","129.4","29949"
"812328","occ","","","89279","Ornithopoda","unranked clade","38713","Hauterivian","","132.9","129.4","29949"
"812329","occ","","","68464","Iguanodontidae","family","38744","Valanginian","Late Barremian","139.8","125.45","29949"
"812331","occ","","","68465","Sauropoda","unranked clade","38653","Berriasian","","145","139.8","29949"
"812332","occ","","","68465","Theropoda","unranked clade","38513","Berriasian","","145","139.8","29949"
"812334","occ","","","89281","Iguanodontidae","family","38744","Berriasian","","145","139.8","29949"
"812335","occ","","","89282","Carnosauria","unranked clade","53943","Valanginian","","139.8","132.9","29949"
"812336","occ","","","61407","Sauropoda","unranked clade","38653","Late Hauterivian","Early Barremian","136.4","125.45","29949"
"812337","occ","","","89273","Ornithopoda","unranked clade","38713","Berriasian","Valanginian","145","132.9","29949"
"812338","occ","31373","","50291","Hypsilophodontidae","family","38734","Late Hauterivian","Early Barremian","136.4","125.45","55500"
"812339","occ","","","89271","Iguanodontidae","family","38744","Berriasian","Aptian","145","113","29949"
"812341","occ","","","89283","Iguanodontidae","family","38744","Late Barremian","Aptian","130","113","29949"
"812410","occ","","","45679","Albertosaurus","genus","38607","Late Cretaceous","","100.5","66","29954"
"812436","occ","","","61326","Allosauroidea","superfamily","64112","Early Aptian","","125.45","122.46","29955"
"812438","occ","31193","","61326","Iguanodon","genus","38749","Early Aptian","","125.45","122.46","55385"
"812446","occ","22135","","61327","Titanosauriformes","unranked clade","57468","Early Aptian","","125.45","122.46","30813"
"812447","occ","","","61327","Dromaeosauridae","family","38561","Early Aptian","","125.45","122.46","29955"
"812448","occ","31195","","61327","Hypsilophodontidae","family","38734","Early Aptian","","125.45","122.46","55385"
"812449","occ","26827","","61327","Iguanodon","genus","38749","Early Aptian","","125.45","122.46","41033"
"812453","occ","31187","","89291","Iguanodon bernissartensis","species","58905","Early Aptian","","125.45","122.46","55385"
"812456","occ","26950","","89291","Baryonychinae","subfamily","58892","Early Aptian","","125.45","122.46","41617"
"812457","occ","26949","","89293","Baryonychinae","subfamily","58892","Early Aptian","","125.45","122.46","41617"
"812458","occ","31189","","89293","Iguanodon bernissartensis","species","58905","Early Aptian","","125.45","122.46","55385"
"812523","occ","","","21371","Cygninae","subfamily","83417","Aquitanian","","23.03","20.44","29805"
"813248","occ","","","67016","Procellariiformes","order","36628","Middle Miocene","","15.97","11.608","29875"
"813250","occ","","","67016","Neognathae","unranked clade","39305","Middle Miocene","","15.97","11.608","29875"
"813351","occ","","","70823","Miocepphus mcclungi","species","83397","Langhian","","15.97","13.82","32711"
"813352","occ","","","70835","Miocepphus mcclungi","species","83397","Langhian","","15.97","13.82","29991"
"813353","occ","","","89448","Miocepphus mcclungi","species","83397","Burdigalian","","20.44","15.97","29991"
"813363","occ","","","28368","Miocepphus mcclungi","species","83397","Langhian","","15.97","13.82","29991"
"813364","occ","","","45508","Miocepphus mcclungi","species","83397","Langhian","","15.97","13.82","29991"
"813365","occ","","","71815","Miocepphus mcclungi","species","83397","Serravallian","","13.82","11.62","29991"
"813367","occ","","","89455","Miocepphus bohaskai","species","147616","Serravallian","","13.82","11.62","29991"
"813594","occ","","","67026","Cygnus","genus","83418","Tortonian","","11.62","7.246","19106"
"813632","occ","","","89536","Aves","class","36616","Pleistocene","","2.588","0.0117","19106"
"813682","occ","","","89549","Miocepphus bohaskai","species","147616","Burdigalian","","20.44","15.97","29991"
"813683","occ","","","89550","Pseudocepphus teres","species","147620","Langhian","","15.97","13.82","29991"
"813684","occ","","","89551","Alca torda","species","83398","Messinian","","7.246","5.333","29776"
"813685","occ","","","70853","Alca torda","species","83398","Tortonian","","11.62","7.246","29776"
"813686","occ","","","51717","Alca torda","species","83398","Late Miocene","","11.608","5.333","29776"
"814069","occ","","","89604","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","30044"
"814072","occ","","","89604","Troodon","genus","38572","Late Campanian","","83.5","70.6","30044"
"814073","occ","","","89604","Tyrannosauridae","family","38606","Late Campanian","","83.5","70.6","30044"
"814074","occ","","","89604","Ankylosauridae","family","38831","Late Campanian","","83.5","70.6","30044"
"814079","occ","","","89605","Tyrannosauridae","family","38606","Late Campanian","","83.5","70.6","30044"
"814080","occ","","F","89605","Richardoestesia gilmorei","species","58874","Late Campanian","","83.5","70.6","30044"
"814081","occ","","","89605","Aves","class","36616","Late Campanian","","83.5","70.6","30044"
"814082","occ","","","89605","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","30044"
"814083","occ","","","89605","Ankylosauridae","family","38831","Late Campanian","","83.5","70.6","30044"
"814084","occ","","","89605","Hypsilophodontidae","family","38734","Late Campanian","","83.5","70.6","30044"
"814085","occ","","","89605","Pachycephalosauridae","family","38783","Late Campanian","","83.5","70.6","30044"
"814090","occ","","","89605","Saurornitholestes","genus","38567","Late Campanian","","83.5","70.6","30044"
"814091","occ","","","89605","Troodon","genus","38572","Late Campanian","","83.5","70.6","30044"
"814092","occ","","","89606","Tyrannosauridae","family","38606","Late Campanian","","83.5","70.6","30044"
"814093","occ","","","89606","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","30044"
"815469","occ","","","89841","Iguanodontidae","family","38744","Berriasian","","145","139.8","27782"
"816530","occ","31539","","89853","Malawisaurus dixeyi","species","57457","Aptian","","125","113","18591"
"816531","occ","","","89853","Sauropoda","unranked clade","38653","Aptian","","125","113","18591"
"816648","occ","","","66925","Sauropoda","unranked clade","38653","Turonian","","93.9","89.8","30095"
"816649","occ","","","66925","Dinosauria","unranked clade","52775","Turonian","","93.9","89.8","30095"
"816650","occ","","","66925","Theropoda","unranked clade","38513","Turonian","","93.9","89.8","30095"
"816652","occ","","I","89860","Grallator (Eubrontes)","subgenus","66094","Tuvalian","","232","221.5","30097"
"816654","occ","","IF","89860","Evazoum","genus","131586","Tuvalian","","232","221.5","30097"
"816673","occ","","","89862","Theropoda","unranked clade","38513","Alaunian","","215.56","212","30099"
"816674","occ","","","89862","Sauropodomorpha","unranked clade","38633","Alaunian","","215.56","212","30099"
"816675","occ","","","89862","Theropoda","unranked clade","38513","Alaunian","","215.56","212","30099"
"816986","occ","","","36366","Camarasauridae","family","38696","Berriasian","","145","139.8","17670"
"816993","occ","","F","89263","Elongatoolithidae","family","65566","Early Barremian","","130","125.45","19754"
"816994","occ","","","89263","Theropoda","unranked clade","38513","Early Barremian","","130","125.45","19754"
"817005","occ","","","89275","Baryonychinae","subfamily","58892","Early Barremian","","130","125.45","32167"
"817014","occ","","","59075","Spinosaurinae","subfamily","53371","Early Barremian","","130","125.45","32167"
"819149","occ","","","90032","Hadrosauria","unranked clade","65943","Middle Campanian","","83.5","70.6","30165"
"819151","occ","","","90032","Angulomastacator daviesi","species","148540","Middle Campanian","","83.5","70.6","30165"
"819188","occ","","","90037","Aves","class","36616","Late Pleistocene","","0.126","0.0117","30172"
"819346","occ","","","90046","Rapaxavis pani","species","148717","Aptian","","125","113","30177"
"819347","occ","","","51961","Enantiornithes","subclass","53286","Early Aptian","","125.45","122.46","30178"
"819360","occ","","","14515","Aves","class","36616","Lancian","","70.6","66","13103"
"819364","occ","","","14515","Chirostenotes","genus","38555","Lancian","","70.6","66","13103"
"819379","occ","","","14515","Ceratopsia","unranked clade","38842","Lancian","","70.6","66","13103"
"819380","occ","","","14515","Hadrosauridae","family","38755","Lancian","","70.6","66","13103"
"819381","occ","","F","14515","Richardoestesia gilmorei","species","58874","Lancian","","70.6","66","48570"
"819382","occ","","","14515","Megalosauridae","family","38574","Lancian","","70.6","66","13103"
"819385","occ","","","14520","Dinosauria","unranked clade","52775","Lancian","","70.6","66","13103"
"819388","occ","","","14520","Hadrosauridae","family","38755","Lancian","","70.6","66","13103"
"819392","occ","","","14580","Hesperornis","genus","36620","Lancian","","70.6","66","13103"
"819576","occ","","","90078","Spinosauridae","family","38595","Cenomanian","","100.5","93.9","30205"
"819577","occ","","","90078","Sauropoda","unranked clade","38653","Cenomanian","","100.5","93.9","30205"
"819582","occ","","","90081","Limusaurus inextricabilis","species","148871","Oxfordian","","163.5","157.3","30210"
"819706","occ","","","90111","Fulmarus","genus","39698","Holocene","","0.0117","0","30226"
"819708","occ","","","90111","Pygoscelis","genus","39733","Holocene","","0.0117","0","30226"
"819709","occ","","","90111","Aptenodytes","genus","39713","Holocene","","0.0117","0","30226"
"819712","occ","","","90111","Oceanites","genus","39705","Holocene","","0.0117","0","30226"
"819713","occ","","","90111","Catharacta","genus","83382","Holocene","","0.0117","0","30226"
"819726","occ","","","90120","Sauropoda","unranked clade","38653","Early Kimmeridgian","","155.7","150.8","30215"
"819727","occ","","","90119","Sauropoda","unranked clade","38653","Early Kimmeridgian","","155.7","150.8","30215"
"819728","occ","","","90121","Sauropoda","unranked clade","38653","Early Kimmeridgian","","155.7","150.8","30215"
"819729","occ","","","61688","Theropoda","unranked clade","38513","Late Kimmeridgian","","155.7","150.8","30215"
"819766","occ","","","90130","Theropoda","unranked clade","38513","Berriasian","","145","139.8","30215"
"819767","occ","","","90131","Iguanodontidae","family","38744","Aptian","","125","113","30215"
"819769","occ","","","90139","Aerosteon riocoloradensis","species","148966","Early Campanian","Middle Campanian","83.5","70.6","30238"
"819838","occ","","","60799","Theropoda","unranked clade","38513","Cenomanian","","100.5","93.9","30242"
"819844","occ","","","90140","Diamantinasaurus matildae","species","148969","Late Cenomanian","","99.6","93.5","30242"
"819848","occ","","","90140","Australovenator wintonensis","species","148973","Late Cenomanian","","99.6","93.5","30242"
"823312","occ","","","90684","Puffinus lherminieri","species","83375","Holocene","","0.0117","0","30514"
"823313","occ","","","90684","Pterodroma cahow","species","129861","Holocene","","0.0117","0","30514"
"823494","occ","","","90724","Theropoda","unranked clade","38513","Berriasian","","145","139.8","30534"
"823552","occ","","","90734","Theropoda","unranked clade","38513","Maastrichtian","","72.1","66","13876"
"823902","occ","","","77191","Psittacosaurus mongoliensis","species","52831","Aptian","Albian","125","100.5","30554"
"823928","occ","","","90788","Abelisauridae","family","53942","Cenomanian","","100.5","93.9","14796"
"824852","occ","","","13937","Tianyuraptor ostromi","species","152530","Barremian","","129.4","125","30568"
"824853","occ","","","67611","Sinornithosaurus haoiana","species","152532","Early Aptian","","125.45","122.46","30569"
"824856","occ","","","90876","Theropoda","unranked clade","38513","Rhaetian","","208.5","201.3","30573"
"824866","occ","","","90877","Megalosaurus","genus","38583","Rhaetian","","208.5","201.3","30573"
"825204","occ","31984","","90900","Carcharodontosaurinae","subfamily","161118","Valanginian","","139.8","132.9","57560"
"825282","occ","","","84205","Ankylopollexia","unranked clade","52808","Late Kimmeridgian","","155.7","150.8","30593"
"825286","occ","","","90915","Coelurosauria","suborder","53940","Pliensbachian","","190.8","182.7","30599"
"825287","occ","","","90916","Dinosauria","unranked clade","52775","Pliensbachian","","190.8","182.7","30599"
"825288","occ","","","90917","Dinosauria","unranked clade","52775","Pliensbachian","","190.8","182.7","30599"
"825289","occ","","","90918","Dinosauria","unranked clade","52775","Pliensbachian","","190.8","182.7","30599"
"825290","occ","","","90919","Dinosauria","unranked clade","52775","Pliensbachian","","190.8","182.7","30599"
"825291","occ","","","90920","Dinosauria","unranked clade","52775","Pliensbachian","","190.8","182.7","30599"
"825292","occ","","","90920","Dinosauria","unranked clade","52775","Pliensbachian","","190.8","182.7","30599"
"825293","occ","","","90923","Dinosauria","unranked clade","52775","Pliensbachian","","190.8","182.7","30599"
"825294","occ","","","90923","Dinosauria","unranked clade","52775","Pliensbachian","","190.8","182.7","30599"
"825323","occ","","","90924","Dinosauria","unranked clade","52775","Pliensbachian","","190.8","182.7","30599"
"825326","occ","","","90925","Dinosauria","unranked clade","52775","Pliensbachian","","190.8","182.7","30599"
"825327","occ","","","90925","Carnosauria","unranked clade","53943","Pliensbachian","","190.8","182.7","30599"
"825334","occ","","","90926","Neoceratopsia","infraorder","52774","Late Aptian","","122.46","112.03","14087"
"825646","occ","","","90926","Sauropoda","unranked clade","38653","Late Aptian","","122.46","112.03","30610"
"825647","occ","","","90926","Ankylosauria","unranked clade","38816","Late Aptian","","122.46","112.03","30610"
"825648","occ","","","90926","Tenontosaurus","genus","38741","Late Aptian","","122.46","112.03","30610"
"825649","occ","","","90926","Deinonychus antirrhopus","species","54555","Late Aptian","","122.46","112.03","30610"
"825650","occ","","","90926","Coelurus","genus","38528","Late Aptian","","122.46","112.03","30610"
"825651","occ","","","90926","Acrocanthosaurus","genus","38597","Late Aptian","","122.46","112.03","30610"
"825663","occ","","","90981","Dinosauria","unranked clade","52775","Middle Bathonian","Late Bathonian","167.7","164.7","30614"
"825664","occ","","","90982","Dinosauria","unranked clade","52775","Middle Bathonian","Late Bathonian","167.7","164.7","30614"
"825665","occ","","","90983","Dinosauria","unranked clade","52775","Bathonian","","168.3","166.1","30614"
"825666","occ","","","90984","Dinosauria","unranked clade","52775","Middle Jurassic","","174.1","163.5","30614"
"825941","occ","32273","","91037","Titanosauria","unranked clade","55585","Late Campanian","Early Maastrichtian","83.5","66","59044"
"825942","occ","","","91037","Rhabdodon priscus","species","96110","Late Campanian","Early Maastrichtian","83.5","66","30636"
"825951","occ","","","91043","Dinosauria","unranked clade","52775","Maastrichtian","","72.1","66","30636"
"825964","occ","","","28212","Theropoda","unranked clade","38513","Pliensbachian","","190.8","182.7","43803"
"825966","occ","","","46163","Ceratopsidae","family","38851","Late Campanian","","83.5","70.6","30640"
"825967","occ","","","46163","Albertosaurus","genus","38607","Late Campanian","","83.5","70.6","30640"
"826168","occ","","","28213","Theropoda","unranked clade","38513","Berriasian","Valanginian","145","132.9","30647"
"826174","occ","","","88876","Theropoda","unranked clade","38513","Berriasian","Valanginian","145","132.9","37979"
"826175","occ","31899","","88876","Titanosauriformes","unranked clade","57468","Berriasian","Valanginian","145","132.9","57188"
"826176","occ","31900","","88876","Titanosauriformes","unranked clade","57468","Berriasian","Valanginian","145","132.9","57188"
"826177","occ","31901","","88876","Macronaria","unranked clade","57438","Berriasian","Valanginian","145","132.9","57188"
"826178","occ","","","88876","Ornithischia","unranked clade","38712","Berriasian","Valanginian","145","132.9","37979"
"826181","occ","","","62550","Iguanodontidae","family","38744","Berriasian","Valanginian","145","132.9","37979"
"826182","occ","32455","","91053","Ceratopsidae","family","38851","Late Campanian","Early Maastrichtian","83.5","66","23520"
"826183","occ","","","91054","Dinosauria","unranked clade","52775","Late Cretaceous","","100.5","66","3120"
"826207","occ","","","91056","Theropoda","unranked clade","38513","Late Maastrichtian","","70.6","66","30654"
"826208","occ","","","91056","Ornithopoda","unranked clade","38713","Late Maastrichtian","","70.6","66","30654"
"826209","occ","","","91056","Aves","class","36616","Late Maastrichtian","","70.6","66","30654"
"826222","occ","","","91074","Titanosaurus","genus","38694","Late Maastrichtian","","70.6","66","30657"
"826481","occ","","","61623","Theropoda","unranked clade","38513","Maastrichtian","","72.1","66","30655"
"826482","occ","","","61623","Aves","class","36616","Maastrichtian","","72.1","66","30655"
"826483","occ","","","91083","Aves","class","36616","Maastrichtian","","72.1","66","30655"
"826484","occ","","","53479","Aves","class","36616","Maastrichtian","","72.1","66","30655"
"826485","occ","","","53479","Theropoda","unranked clade","38513","Maastrichtian","","72.1","66","30655"
"826615","occ","","","91092","Dinosauria","unranked clade","52775","Maastrichtian","","72.1","66","30655"
"826616","occ","","","91093","Dinosauria","unranked clade","52775","Maastrichtian","","72.1","66","30655"
"826617","occ","","","91094","Dinosauria","unranked clade","52775","Maastrichtian","","72.1","66","30655"
"826618","occ","","","53479","Rhabdodon priscus","species","96110","Maastrichtian","","72.1","66","30653"
"826625","occ","","","14967","Ogygoptynx wetmorei","species","153540","Tiffanian","","61.7","56.8","30666"
"826709","occ","","","91167","Qiaowanlong kangxii","species","153670","Aptian","Albian","125","100.5","30670"
"826758","occ","25301","","91171","Barrosasaurus casamiquelai","species","153726","Early Campanian","Middle Campanian","83.5","70.6","30673"
"826828","occ","","","91188","Dinosauria","unranked clade","52775","Late Maastrichtian","","70.6","66","30680"
"826829","occ","","","91189","Dinosauria","unranked clade","52775","Maastrichtian","","72.1","66","30680"
"826830","occ","","","91190","Dinosauria","unranked clade","52775","Late Maastrichtian","","70.6","66","30680"
"826831","occ","","","91191","Dinosauria","unranked clade","52775","Maastrichtian","","72.1","66","30680"
"826832","occ","","","91192","Dinosauria","unranked clade","52775","Maastrichtian","","72.1","66","30680"
"826835","occ","","","51970","Ornithischia","unranked clade","38712","Rhaetian","","208.5","201.3","30681"
"826836","occ","","","51970","Theropoda","unranked clade","38513","Rhaetian","","208.5","201.3","30681"
"826838","occ","","","51970","Sauropodomorpha","unranked clade","38633","Rhaetian","","208.5","201.3","30681"
"826856","occ","","","91199","Dongbeititan dongi","species","153808","Barremian","","129.4","125","30687"
"826857","occ","","","91200","Crichtonsaurus bohlini","species","84233","Cenomanian","Turonian","100.5","89.8","29879"
"826858","occ","","","91201","Crichtonsaurus benxiensis","species","153811","Cenomanian","Turonian","100.5","89.8","30689"
"826861","occ","","","67611","Sapeornis chaoyangensis","species","119249","Early Aptian","","125.45","122.46","30690"
"826865","occ","","","67611","Jixiangornis orientalis","species","197817","Early Aptian","","125.45","122.46","30690"
"826866","occ","","","67611","Shenzhouraptor sinensis","species","153854","Early Aptian","","125.45","122.46","30691"
"826867","occ","","","64016","Eomamenchisaurus yuanmouensis","species","153856","Middle Jurassic","","174.1","163.5","30692"
"826870","occ","","","85296","Psittacosaurus","genus","38844","Early Cretaceous","","145","100.5","30693"
"826876","occ","","F","49393","Macroolithus yaotunensis","species","67184","Late Cretaceous","","100.5","66","30694"
"826891","occ","","","91210","Baotianmansaurus henanensis","species","153877","Early Turonian","Middle Campanian","93.5","70.6","30697"
"828525","occ","","","91319","Jiangjunosaurus junggarensis","species","153945","Oxfordian","","163.5","157.3","30713"
"828526","occ","","","83956","Nanningosaurus dashiensis","species","153947","Late Cretaceous","","100.5","66","30714"
"828527","occ","","","91320","Xuanhuaceratops niei","species","153950","Late Jurassic","","163.5","145","30715"
"828528","occ","","","24901","Fusuisaurus zhaoi","species","153810","Early Cretaceous","","145","100.5","30716"
"828708","occ","","","91340","Zhejiangosaurus lishuiensis","species","154025","Cenomanian","","100.5","93.9","30726"
"828772","occ","","","91359","Pachycephalosaurus wyomingensis","species","64648","Maastrichtian","","72.1","66","30722"
"828773","occ","","","91359","Edmontosaurus","genus","38761","Maastrichtian","","72.1","66","12443"
"828882","occ","","","91376","Albertosaurus","genus","38607","Late Campanian","","83.5","70.6","30751"
"828885","occ","","","91377","Albertosaurus","genus","38607","Late Campanian","","83.5","70.6","30751"
"828886","occ","","","91377","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","30751"
"828891","occ","","","91378","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","30751"
"828892","occ","","","91379","Ceratopsia","unranked clade","38842","Late Campanian","","83.5","70.6","30751"
"829028","occ","","","91375","Afrovenator abakensis","species","56399","Middle Jurassic","Late Jurassic","174.1","145","13778"
"829029","occ","","","91391","Sauropoda","unranked clade","38653","Middle Tithonian","Late Berriasian","150.8","140.2","30760"
"829030","occ","","","91392","Sauropoda","unranked clade","38653","Middle Tithonian","Late Berriasian","150.8","140.2","30760"
"829075","occ","","","91395","Sauropoda","unranked clade","38653","Middle Tithonian","Late Berriasian","150.8","140.2","30760"
"829076","occ","","IF","62607","Deltapodus ibericus","species","294823","Middle Tithonian","Late Berriasian","150.8","140.2","41921"
"829077","occ","30030","IF","58763","Sauropodichnus giganteus","species","65418","Middle Berriasian","","145","140.2","51604"
"829078","occ","","","91396","Dacentrurus","genus","38808","Middle Tithonian","Early Berriasian","150.8","140.2","30763"
"829104","occ","","","91404","Raptorex kriegsteini","species","154175","Barremian","Early Aptian","129.4","122.46","30768"
"829375","occ","","","91464","Daxiatitan binglingi","species","154996","Early Cretaceous","","145","100.5","30807"
"829418","occ","27281","","84205","Neosauropoda","unranked clade","57439","Late Kimmeridgian","","155.7","150.8","42539"
"829419","occ","27280","","91469","Diplodocidae","family","38664","Kimmeridgian","Tithonian","157.3","145","42539"
"829422","occ","22145","IF","91472","Titanopodus mendozensis","species","155052","Late Campanian","Early Maastrichtian","83.5","66","30819"
"829423","occ","","","91473","Zhuchengosaurus maximus","species","155054","Campanian","","83.6","72.1","30820"
